chr,start,end,length,abs_summit,pileup,-log10(pvalue),fold_enrichment,-log10(qvalue),name,mean
chr1,20356668,20357719,1052,20357009,151.12,119.431,13.8291,115.429,replikate2_peak_270,20357193.5
chr1,20358582,20359108,527,20358830,61.82,44.2974,10.4703,41.005,replikate2_peak_271,20358845
chr1,20531056,20531347,292,20531184,20.61,8.71601,4.32147,6.09264,replikate2_peak_272,20531201.5
chr1,20604617,20604867,251,20604823,10.3,7.99793,5.65184,5.40272,replikate2_peak_273,20604742
chr1,20613661,20613979,319,20613858,69.55,17.5494,3.35951,14.6673,replikate2_peak_274,20613820
chr1,20784768,20785083,316,20784906,30.05,20.3845,7.76309,17.4433,replikate2_peak_275,20784925.5
chr1,20869789,20870201,413,20869978,121.07,127.957,23.176,123.886,replikate2_peak_276,20869995
chr1,20887495,20887818,324,20887635,33.49,19.6848,6.89739,16.7597,replikate2_peak_277,20887656.5
chr1,20896949,20897278,330,20897103,123.64,50.188,5.41931,46.8262,replikate2_peak_278,20897113.5
chr1,21064117,21064443,327,21064297,36.92,11.6241,3.79215,8.89928,replikate2_peak_279,21064280
chr1,21212171,21212519,349,21212401,9.45,8.22881,6.04694,5.62202,replikate2_peak_280,21212345
chr1,21241604,21242080,477,21241863,176.02,175.985,22.1276,171.511,replikate2_peak_281,21241842
chr1,21242841,21243301,461,21243009,31.77,28.3268,11.886,25.2523,replikate2_peak_282,21243071
chr1,21251795,21252277,483,21252036,109.05,68.3797,9.1706,64.8279,replikate2_peak_283,21252036
chr1,21254635,21255000,366,21254828,31.77,26.6287,10.9232,23.5804,replikate2_peak_284,21254817.5
chr1,21268327,21268877,551,21268629,174.3,123.523,11.6869,119.488,replikate2_peak_285,21268602
chr1,21276352,21276728,377,21276523,54.95,20.5098,4.66274,17.5669,replikate2_peak_286,21276540
chr1,21319826,21320103,278,21319913,10.3,7.99793,5.65184,5.40272,replikate2_peak_287,21319964.5
chr1,21324344,21325005,662,21324639,44.65,43.3808,15.2164,40.0986,replikate2_peak_288,21324674.5
chr1,21378225,21378547,323,21378427,21.47,15.2225,7.46874,12.3975,replikate2_peak_289,21378386
chr1,21401834,21402098,265,21401881,11.16,10.6306,7.04112,7.93432,replikate2_peak_290,21401966
chr1,21404575,21404931,357,21404750,18.89,9.25272,4.97252,6.60843,replikate2_peak_291,21404753
chr1,21514823,21515374,552,21515156,28.34,31.3175,14.6383,28.197,replikate2_peak_292,21515098.5
chr1,21543538,21543855,318,21543694,12.02,10.1966,6.51047,7.51667,replikate2_peak_293,21543696.5
chr1,21626879,21627192,314,21626993,16.31,10.2513,5.77138,7.56611,replikate2_peak_294,21627035.5
chr1,21634028,21634967,940,21634445,115.92,89.2158,12.9907,85.4731,replikate2_peak_295,21634497.5
chr1,21638666,21639490,825,21639212,95.31,105.482,24.0772,101.599,replikate2_peak_296,21639078
chr1,21804442,21804849,408,21804625,31.77,26.6287,10.9232,23.5804,replikate2_peak_297,21804645.5
chr1,21902567,21902872,306,21902696,19.75,16.9316,9.2012,14.0669,replikate2_peak_298,21902719.5
chr1,21904724,21905067,344,21904873,18.03,20.0121,11.0179,17.0802,replikate2_peak_299,21904895.5
chr1,21956670,21957078,409,21956976,14.6,11.1466,6.91657,8.43701,replikate2_peak_300,21956874
chr1,22043147,22043431,285,22043310,43.79,16.2502,4.47906,13.401,replikate2_peak_301,22043289
chr1,22255659,22256022,364,22255834,16.31,14.9606,8.65707,12.1406,replikate2_peak_302,22255840.5
chr1,22259711,22260067,357,22259867,14.6,14.2707,8.89724,11.4708,replikate2_peak_303,22259889
chr1,22412526,22413266,741,22412749,90.16,37.422,5.36218,34.2147,replikate2_peak_304,22412896
chr1,22414223,22414609,387,22414415,44.65,35.881,11.4123,32.6933,replikate2_peak_305,22414416
chr1,22442533,22442980,448,22442757,27.48,21.8929,9.49215,18.925,replikate2_peak_306,22442756.5
chr1,22447440,22448001,562,22447622,15.46,13.7026,8.21133,10.9155,replikate2_peak_307,22447720.5
chr1,22454638,22454918,281,22454713,17.17,11.2084,6.05759,8.49558,replikate2_peak_308,22454778
chr1,22469389,22470034,646,22469665,36.92,27.9857,10.0828,24.9138,replikate2_peak_309,22469711.5
chr1,22472533,22473366,834,22472784,340.02,170.155,7.25577,165.732,replikate2_peak_310,22472949.5
chr1,22479142,22479615,474,22479376,76.42,77.7094,19.3547,74.0701,replikate2_peak_311,22479378.5
chr1,22487005,22487628,624,22487259,74.7,102.534,33.5706,98.6768,replikate2_peak_312,22487316.5
chr1,22625935,22626384,450,22626183,28.34,35.2616,16.983,32.0826,replikate2_peak_313,22626159.5
chr1,22629139,22629447,309,22629259,26.62,13.452,5.52356,10.6707,replikate2_peak_314,22629293
chr1,23109086,23109364,279,23109261,9.45,8.22881,6.04694,5.62202,replikate2_peak_315,23109225
chr1,23123377,23123782,406,23123554,23.18,24.2093,12.0916,21.2031,replikate2_peak_316,23123579.5
chr1,23155050,23155634,585,23155413,24.9,25.6079,12.9503,22.574,replikate2_peak_317,23155342
chr1,23585506,23586012,507,23585752,210.37,185.369,17.6139,180.816,replikate2_peak_318,23585759
chr1,23617063,23617589,527,23617364,17.17,18.5942,10.5208,15.6905,replikate2_peak_319,23617326
chr1,23957054,23957505,452,23957274,62.68,56.3338,14.938,52.9045,replikate2_peak_320,23957279.5
chr1,24001166,24001761,596,24001460,119.35,117.102,20.0585,113.12,replikate2_peak_321,24001463.5
chr1,24011562,24011984,423,24011760,91.87,73.0817,13.2678,69.4855,replikate2_peak_322,24011773
chr1,24018434,24019228,795,24018998,154.56,129.656,15.5555,125.57,replikate2_peak_323,24018831
chr1,24021483,24021790,308,24021669,15.46,10.1203,5.96863,7.44815,replikate2_peak_324,24021636.5
chr1,24023282,24023751,470,24023515,28.34,18.3673,7.33377,15.4717,replikate2_peak_325,24023516.5
chr1,24065766,24066101,336,24065919,12.88,11.8846,8.0353,9.14785,replikate2_peak_326,24065933.5
chr1,24374934,24375555,622,24375366,91.02,19.0603,2.96825,16.1487,replikate2_peak_327,24375244.5
chr1,24420662,24420979,318,24420770,22.32,10.2238,4.66492,7.54173,replikate2_peak_328,24420820.5
chr1,24567845,24568571,727,24568155,195.77,203.091,24.5962,198.381,replikate2_peak_329,24568208
chr1,24570338,24570833,496,24570583,176.88,130.989,12.7057,126.891,replikate2_peak_330,24570585.5
chr1,24591825,24592126,302,24591916,13.74,11.3449,7.36911,8.62561,replikate2_peak_331,24591975.5
chr1,24597706,24598215,510,24597913,95.31,32.0779,4.37768,28.9448,replikate2_peak_332,24597960.5
chr1,24605341,24606187,847,24605835,128.8,111.695,16.2245,107.759,replikate2_peak_333,24605764
chr1,24632892,24633159,268,24633041,25.76,6.4496,2.97324,3.92692,replikate2_peak_334,24633025.5
chr1,24692780,24693032,253,24692880,20.61,8.71601,4.32147,6.09264,replikate2_peak_335,24692906
chr1,24896367,24896773,407,24896559,28.34,24.5851,10.6402,21.5694,replikate2_peak_336,24896570
chr1,25458884,25459168,285,25459119,13.74,10.0667,6.5358,7.39685,replikate2_peak_337,25459026
chr1,25476158,25476797,640,25476406,188.04,237.646,37.8084,232.635,replikate2_peak_338,25476477.5
chr1,25568120,25568651,532,25568369,58.39,41.0365,9.89791,37.7824,replikate2_peak_339,25568385.5
chr1,25573629,25574048,420,25573848,11.16,9.06087,6.06902,6.42726,replikate2_peak_340,25573838.5
chr1,25661887,25662139,253,25662028,9.45,8.22881,6.04694,5.62202,replikate2_peak_341,25662013
chr1,25756876,25757777,902,25757299,133.09,149.348,26.8178,145.094,replikate2_peak_342,25757326.5
chr1,25774171,25774434,264,25774313,12.02,11.8846,7.53821,9.14785,replikate2_peak_343,25774302.5
chr1,25885619,25885878,260,25885745,16.31,7.66459,4.32854,5.08305,replikate2_peak_344,25885748.5
chr1,26018584,26018945,362,26018752,13.74,13.1706,8.53239,10.3972,replikate2_peak_345,26018764.5
chr1,26064769,26065019,251,26064818,24.04,9.79599,4.17365,7.13272,replikate2_peak_346,26064894
chr1,26097695,26098008,314,26097820,41.21,14.8768,4.22147,12.0601,replikate2_peak_347,26097851.5
chr1,26361547,26361911,365,26361709,16.31,14.9328,8.63979,12.1145,replikate2_peak_348,26361729
chr1,26404540,26404983,444,26404776,87.58,58.2299,9.84236,54.78,replikate2_peak_349,26404761.5
chr1,26420813,26421063,251,26420924,10.3,9.41099,6.54403,6.75706,replikate2_peak_350,26420938
chr1,26483874,26484361,488,26484112,24.04,28.951,14.4975,25.8648,replikate2_peak_351,26484117.5
chr1,26867881,26868138,258,26867983,12.88,10.1966,6.93979,7.51667,replikate2_peak_352,26868009.5
chr1,26914039,26914527,489,26914288,92.73,112.12,28.7613,108.18,replikate2_peak_353,26914283
chr1,26946877,26947275,399,26947043,22.32,16.3197,7.77487,13.4673,replikate2_peak_354,26947076
chr1,26948057,26948649,593,26948329,54.09,81.0188,31.8957,77.3483,replikate2_peak_355,26948353
chr1,27141751,27142112,362,27141911,19.75,13.1909,6.91623,10.4154,replikate2_peak_356,27141931.5
chr1,27144434,27144779,346,27144610,44.65,15.315,4.14993,12.4862,replikate2_peak_357,27144606.5
chr1,27145901,27146163,263,27145994,14.6,10.9114,6.76595,8.21004,replikate2_peak_358,27146032
chr1,27540133,27540432,300,27540301,12.88,10.1966,6.93979,7.51667,replikate2_peak_359,27540282.5
chr1,27541921,27542781,861,27542199,125.36,84.8976,10.5301,81.1924,replikate2_peak_360,27542351
chr1,27553461,27553711,251,27553593,10.3,9.41099,6.54403,6.75706,replikate2_peak_361,27553586
chr1,27557971,27558354,384,27558168,35.2,46.8555,20.9597,43.5334,replikate2_peak_362,27558162.5
chr1,27601779,27602166,388,27601932,24.04,18.4988,8.3473,15.5977,replikate2_peak_363,27601972.5
chr1,27644995,27645499,505,27645253,58.39,88.6106,34.3812,84.8734,replikate2_peak_364,27645247
chr1,27864450,27864720,271,27864595,9.45,8.22881,6.04694,5.62202,replikate2_peak_365,27864585
chr1,27949787,27950283,497,27949994,24.04,18.4988,8.3473,15.5977,replikate2_peak_366,27950035
chr1,27968745,27969057,313,27968916,14.6,14.4863,9.02949,11.6786,replikate2_peak_367,27968901
chr1,28068599,28069004,406,28068805,36.06,32.8458,12.3543,29.7007,replikate2_peak_368,28068801.5
chr1,28144556,28144915,360,28144725,14.6,14.4863,9.02949,11.6786,replikate2_peak_369,28144735.5
chr1,28163439,28163833,395,28163607,21.47,15.2573,7.48866,12.4305,replikate2_peak_370,28163636
chr1,28438179,28438444,266,28438350,23.18,13.5528,6.02773,10.7694,replikate2_peak_371,28438311.5
chr1,28520181,28520669,489,28520427,54.09,48.141,13.7736,44.8036,replikate2_peak_372,28520425
chr1,28527016,28527269,254,28527089,20.61,16.5974,8.62224,13.74,replikate2_peak_373,28527142.5
chr1,28872039,28872405,367,28872225,13.74,7.53305,4.91274,4.9577,replikate2_peak_374,28872222
chr1,28897734,28897985,252,28897883,18.03,9.25272,4.75786,6.60843,replikate2_peak_375,28897859.5
chr1,29090824,29091107,284,29090986,12.88,6.6833,4.62653,4.14643,replikate2_peak_376,29090965.5
chr1,29105880,29106269,390,29106082,43.79,29.6308,8.95812,26.534,replikate2_peak_377,29106074.5
chr1,29202727,29203018,292,29202894,16.31,14.9606,8.65707,12.1406,replikate2_peak_378,29202872.5
chr1,29227505,29228048,544,29227794,54.09,57.3998,18.3648,53.9582,replikate2_peak_379,29227776.5
chr1,29320576,29320857,282,29320767,12.02,10.1756,6.49748,7.50007,replikate2_peak_380,29320716.5
chr1,29656279,29656539,261,29656318,11.16,10.6306,7.04112,7.93432,replikate2_peak_381,29656409
chr1,29985234,29985686,453,29985465,16.31,14.9606,8.65707,12.1406,replikate2_peak_382,29985460
chr1,29987031,29987283,253,29987087,9.45,8.22881,6.04694,5.62202,replikate2_peak_383,29987157
chr1,30006235,30006546,312,30006388,11.16,10.6306,7.04112,7.93432,replikate2_peak_384,30006390.5
chr1,30080281,30080626,346,30080497,10.3,7.01358,5.01271,4.45915,replikate2_peak_385,30080453.5
chr1,30217891,30218293,403,30218092,40.36,38.0296,13.7853,34.8146,replikate2_peak_386,30218092
chr1,30296278,30296562,285,30296414,7.73,4.98931,4.36388,2.53985,replikate2_peak_387,30296420
chr1,30302500,30303656,1157,30303316,165.72,160.69,20.8397,156.343,replikate2_peak_388,30303078
chr1,30332993,30333265,273,30333148,11.16,9.08008,6.08115,6.44397,replikate2_peak_389,30333129
chr1,30345481,30346098,618,30345719,184.61,51.5627,3.86682,48.1859,replikate2_peak_390,30345789.5
chr1,30461508,30462273,766,30462034,93.59,118.599,31.5306,114.603,replikate2_peak_391,30461890.5
chr1,30815652,30815998,347,30815799,13.74,13.1706,8.53239,10.3972,replikate2_peak_392,30815825
chr1,30824015,30824311,297,30824177,16.31,12.1443,6.90908,9.40184,replikate2_peak_393,30824163
chr1,30964847,30965097,251,30964952,7.73,5.88059,4.97875,3.38823,replikate2_peak_394,30964972
chr1,30977033,30977364,332,30977198,27.48,23.3665,10.3288,20.3737,replikate2_peak_395,30977198.5
chr1,31002133,31002505,373,31002271,38.64,10.3343,3.30323,7.64786,replikate2_peak_396,31002319
chr1,31024742,31025025,284,31024861,22.32,10.2238,4.66492,7.54173,replikate2_peak_397,31024883.5
chr1,31055633,31055940,308,31055831,23.18,17.3622,8.03965,14.4889,replikate2_peak_398,31055786.5
chr1,31186526,31187423,898,31186838,128.8,104.645,14.4218,100.77,replikate2_peak_399,31186974.5
chr1,31195862,31196160,299,31196024,12.88,11.8846,8.0353,9.14785,replikate2_peak_400,31196011
chr1,31196575,31197088,514,31196819,62.68,96.3192,36.8666,92.5156,replikate2_peak_401,31196831.5
chr1,31216436,31216687,252,31216576,10.3,7.99793,5.65184,5.40272,replikate2_peak_402,31216561.5
chr1,31229109,31229410,302,31229256,13.74,11.3222,7.35441,8.60477,replikate2_peak_403,31229259.5
chr1,31238661,31238987,327,31238811,13.74,11.3222,7.35441,8.60477,replikate2_peak_404,31238824
chr1,31258415,31259101,687,31258717,199.2,197.736,22.2449,193.073,replikate2_peak_405,31258758
chr1,31269537,31269959,423,31269726,144.25,77.6514,7.64481,74.0133,replikate2_peak_406,31269748
chr1,31340792,31341217,426,31341012,10.3,7.99793,5.65184,5.40272,replikate2_peak_407,31341004.5
chr1,31368482,31369354,873,31369018,117.63,139.662,29.6584,135.49,replikate2_peak_408,31368918
chr1,31471658,31471965,308,31471883,16.31,10.2513,5.77138,7.56611,replikate2_peak_409,31471811.5
chr1,31510411,31510668,258,31510503,10.3,9.41099,6.54403,6.75706,replikate2_peak_410,31510539.5
chr1,31562971,31563327,357,31563186,26.62,28.4555,13.8089,25.3791,replikate2_peak_411,31563149
chr1,31571104,31571372,269,31571247,37.78,22.5768,7.36285,19.5981,replikate2_peak_412,31571238
chr1,31584072,31584384,313,31584219,18.89,14.3266,7.93698,11.5241,replikate2_peak_413,31584228
chr1,31661140,31661580,441,31661355,20.61,14.2141,7.20245,11.4161,replikate2_peak_414,31661360
chr1,31701175,31701627,453,31701486,18.89,12.1886,6.63002,9.44094,replikate2_peak_415,31701401
chr1,31745174,31745635,462,31745394,21.47,21.4658,11.233,18.5051,replikate2_peak_416,31745404.5
chr1,31755432,31755732,301,31755658,14.6,8.41215,5.19896,5.79785,replikate2_peak_417,31755582
chr1,31769521,31769995,475,31769670,22.32,12.6839,5.83115,9.92133,replikate2_peak_418,31769758
chr1,31830335,31831154,820,31830847,90.16,87.0614,18.2314,83.3378,replikate2_peak_419,31830744.5
chr1,31842783,31843397,615,31843068,211.23,204.266,21.2225,199.545,replikate2_peak_420,31843090
chr1,31855002,31855631,630,31855242,46.37,38.2629,11.8416,35.0454,replikate2_peak_421,31855316.5
chr1,31880065,31880600,536,31880325,175.16,243.861,46.8392,238.799,replikate2_peak_422,31880332.5
chr1,31880789,31881192,404,31881015,93.59,46.9077,6.75655,43.5845,replikate2_peak_423,31880990.5
chr1,31881612,31881877,266,31881740,12.88,10.1756,6.92594,7.50007,replikate2_peak_424,31881744.5
chr1,31926471,31926776,306,31926623,28.34,15.1622,5.86702,12.3386,replikate2_peak_425,31926623.5
chr1,31932135,31932729,595,31932525,101.32,46.0382,6.01879,42.7253,replikate2_peak_426,31932432
chr1,31938571,31938920,350,31938731,22.32,22.7901,11.639,19.8068,replikate2_peak_427,31938745.5
chr1,32240445,32240782,338,32240594,14.6,14.4863,9.02949,11.6786,replikate2_peak_428,32240613.5
chr1,32332692,32333248,557,32333003,111.62,63.1266,8.04451,59.6282,replikate2_peak_429,32332970
chr1,32362108,32362358,251,32362157,10.3,7.98044,5.64055,5.39074,replikate2_peak_430,32362233
chr1,32406538,32406944,407,32406704,14.6,12.5229,7.79843,9.7663,replikate2_peak_431,32406741
chr1,32626295,32626545,251,32626402,17.17,8.44714,4.5432,5.83004,replikate2_peak_432,32626420
chr1,32997495,32997755,261,32997600,9.45,4.33257,3.48168,1.93542,replikate2_peak_433,32997625
chr1,33005703,33006168,466,33005933,97.88,64.3259,9.88849,60.8141,replikate2_peak_434,33005935.5
chr1,33007800,33008384,585,33008165,66.12,47.2029,10.2906,43.8766,replikate2_peak_435,33008092
chr1,33008566,33009076,511,33008853,66.97,27.3843,5.22876,24.3232,replikate2_peak_436,33008821
chr1,33149731,33150016,286,33149927,12.02,6.6833,4.34032,4.14643,replikate2_peak_437,33149873.5
chr1,33178625,33178967,343,33178750,10.3,7.99793,5.65184,5.40272,replikate2_peak_438,33178796
chr1,33659707,33659957,251,33659742,6.87,4.94527,4.55566,2.50372,replikate2_peak_439,33659832
chr1,33660352,33661044,693,33660602,72.98,116.056,42.8317,112.082,replikate2_peak_440,33660698
chr1,33943984,33944274,291,33944121,12.88,10.1966,6.93979,7.51667,replikate2_peak_441,33944129
chr1,33946817,33947237,421,33946991,16.31,17.1997,10.0237,14.33,replikate2_peak_442,33947027
chr1,34696100,34696531,432,34696342,12.02,6.6833,4.34032,4.14643,replikate2_peak_443,34696315.5
chr1,34786688,34786998,311,34786831,10.3,9.41099,6.54403,6.75706,replikate2_peak_444,34786843
chr1,34787556,34788729,1174,34788481,48.08,58.4846,21.7667,55.0321,replikate2_peak_445,34788142.5
chr1,34824948,34825239,292,34825119,21.47,15.2573,7.48866,12.4305,replikate2_peak_446,34825093.5
chr1,34825548,34826142,595,34825803,163.14,140.905,16.4141,136.723,replikate2_peak_447,34825845
chr1,34828113,34828363,251,34828262,12.88,6.6833,4.62653,4.14643,replikate2_peak_448,34828238
chr1,34831985,34832543,559,34832234,38.64,52.0101,22.948,48.6283,replikate2_peak_449,34832264
chr1,34841902,34842380,479,34842138,24.04,25.5663,12.496,22.5344,replikate2_peak_450,34842141
chr1,34843249,34843853,605,34843537,52.38,69.9669,26.6352,66.4,replikate2_peak_451,34843551
chr1,34850506,34850756,251,34850696,9.45,6.93725,5.21209,4.39192,replikate2_peak_452,34850631
chr1,34852326,34852688,363,34852525,20.61,22.6076,12.3259,19.6281,replikate2_peak_453,34852507
chr1,34934110,34934395,286,34934230,12.02,11.8846,7.53821,9.14785,replikate2_peak_454,34934252.5
chr1,35505836,35506394,559,35506103,127.08,53.2295,5.56863,49.8335,replikate2_peak_455,35506115
chr1,36204070,36204532,463,36204246,30.05,20.3845,7.76309,17.4433,replikate2_peak_456,36204301
chr1,36263703,36264014,312,36263864,11.16,10.6306,7.04112,7.93432,replikate2_peak_457,36263858.5
chr1,36269118,36269586,469,36269367,49.8,22.7291,5.64456,19.7475,replikate2_peak_458,36269352
chr1,36329797,36330060,264,36329866,11.16,10.6306,7.04112,7.93432,replikate2_peak_459,36329928.5
chr1,36408448,36408790,343,36408609,109.91,50.1625,6.16143,46.8008,replikate2_peak_460,36408619
chr1,36415633,36416066,434,36415824,48.94,18.0307,4.54022,15.141,replikate2_peak_461,36415849.5
chr1,36436809,36437288,480,36437067,66.12,34.4748,6.71152,31.3068,replikate2_peak_462,36437048.5
chr1,36592110,36592368,259,36592241,11.16,9.08008,6.08115,6.44397,replikate2_peak_463,36592239
chr1,36751530,36751814,285,36751669,79.85,23.3356,3.85016,20.3433,replikate2_peak_464,36751672
chr1,36834936,36835282,347,36835108,12.02,11.699,7.42781,8.97248,replikate2_peak_465,36835109
chr1,37038495,37039096,602,37038886,45.51,44.7429,15.5026,41.4449,replikate2_peak_466,37038795.5
chr1,37374375,37374687,313,37374503,11.16,9.08008,6.08115,6.44397,replikate2_peak_467,37374531
chr1,37461567,37461852,286,37461681,9.45,7.82764,5.7925,5.24223,replikate2_peak_468,37461709.5
chr1,37484645,37484991,347,37484824,38.64,16.3077,4.95485,13.4569,replikate2_peak_469,37484818
chr1,37495461,37496199,739,37495955,154.56,59.5139,5.18517,56.0513,replikate2_peak_470,37495830
chr1,37507748,37508116,369,37507937,15.46,13.7026,8.21133,10.9155,replikate2_peak_471,37507932
chr1,37612916,37613268,353,37613102,17.17,11.2084,6.05759,8.49558,replikate2_peak_472,37613092
chr1,37653972,37654312,341,37654122,12.02,11.8846,7.53821,9.14785,replikate2_peak_473,37654142
chr1,37723288,37723616,329,37723446,14.6,12.5229,7.79843,9.7663,replikate2_peak_474,37723452
chr1,37768086,37768372,287,37768180,10.3,9.41099,6.54403,6.75706,replikate2_peak_475,37768229
chr1,37791310,37791724,415,37791493,20.61,22.9133,12.5091,19.9273,replikate2_peak_476,37791517
chr1,37793231,37793756,526,37793492,102.18,116.142,25.7945,112.168,replikate2_peak_477,37793493.5
